"System","File","HookType","Marker","Line","Registration","Handler","Access","Trigger","Guards","Risk","Docs","CommentNeeded"
"System:Commands","Data/Scripts/System/Commands/AddTrap.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/AreaLog.cs","Initialize","Initialize","21","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Batch.cs","Initialize","Initialize","198","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"Bulk Orders","Data/Scripts/System/Commands/BodyValues.cs","Initialize","Initialize","20","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/bulk-orders.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/ConvertPlayers.cs","Initialize","Initialize","13","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/CrashCommand.cs","Initialize","Initialize","10","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"Bulk Orders","Data/Scripts/System/Commands/Docs.cs","Initialize","Initialize","16","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/bulk-orders.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Dupe.cs","Initialize","Initialize","10","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/ExportWSC.cs","Initialize","Initialize","13","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/FaceLog.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/GenCategorization.cs","Initialize","Initialize","38","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Handlers.cs","Initialize","Initialize","25","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/HelpAdmin.cs","Initialize","Initialize","15","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/HelpInfo.cs","Initialize","Initialize","32","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Logging.cs","Initialize","Initialize","24","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/LogTreasureChests.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/MultiMaker.cs","Initialize","Initialize","33","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/PointLog.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Profiling.cs","Initialize","Initialize","13","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Properties.cs","Initialize","Initialize","23","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/RecordItems.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;MapGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/SignParser.cs","Initialize","Initialize","27","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Skills.cs","Initialize","Initialize","10","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/SkillsMenu.cs","Initialize","Initialize","10","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/SpawnerCatalog.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/SpecialExport.cs","Initialize","Initialize","17","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/StaticExport.cs","Initialize","Initialize","18","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;RangeGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Statics.cs","Initialize","Initialize","15","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/TargetLog.cs","Initialize","Initialize","20","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/VisibilityList.cs","Initialize","Initialize","13","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;NullGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Wipe.cs","Initialize","Initialize","21","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"Housing","Data/Scripts/System/Commands/Commands/Commands.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/housing.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Extensions/DistinctExtension.cs","Initialize","Initialize","21","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Extensions/LimitExtension.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","BoundsGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Extensions/SortExtension.cs","Initialize","Initialize","21","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Extensions/WhereExtension.cs","Initialize","Initialize","21","public static void Initialize()","","GlobalOrInternal","Shard script initialization","NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Gumps/Adddoorgump.cs","Initialize","Initialize","100","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Gumps/AdminGump.cs","Initialize","Initialize","148","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Gumps/ScanGump.cs","Initialize","Initialize","15","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/Afk.cs","Initialize","Initialize","20","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/AutoAttack.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/AutoSheatheWeapon.cs","Initialize","Initialize","37","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/BandagePacket.cs","Initialize","Initialize","22","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/BandSelf.cs","Initialize","Initialize","12","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/BandSelf.cs","Initialize","Initialize","46","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/ClassicPoisoning.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/CorpseSearch.cs","Initialize","Initialize","18","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/CorpseSearch.cs","Initialize","Initialize","131","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/Emote.cs","Initialize","Initialize","16","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/Emote.cs","Initialize","Initialize","983","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/Loot.cs","Initialize","Initialize","114","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/MoonSearch.cs","Initialize","Initialize","18","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/MusicPlayer.cs","Initialize","Initialize","15","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/MusicPlaylist.cs","Initialize","Initialize","19","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/PlayBarbaric.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/PlayEvil.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/PlayOriental.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/PrivateTime.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/QuickBar.cs","Initialize","Initialize","24","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/RegBar.cs","Initialize","Initialize","24","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SkillListing.cs","Initialize","Initialize","38","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SkillName.cs","Initialize","Initialize","11","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/Skills.cs","Initialize","Initialize","13","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;MapGuard;RangeGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","32","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","67","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","93","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","119","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","145","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","171","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","197","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","223","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","249","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","275","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","301","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","327","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","353","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","379","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","405","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","431","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","457","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","483","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","509","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","535","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","561","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","587","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsCommands.cs","Initialize","Initialize","613","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","40","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","3460","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","6879","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","10298","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","13717","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","15653","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","17589","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","19525","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","21461","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","23226","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","24991","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","25565","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","26139","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","26510","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","26881","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
"System:Commands","Data/Scripts/System/Commands/Player/SpellBarsDisplay.cs","Initialize","Initialize","27426","public static void Initialize()","","GlobalOrInternal","Shard script initialization","AccessGuard;BoundsGuard;NullGuard;StateGuard","Medium","docs/codebase-audit/outputs/system-cards/system-commands.md","ReviewLater"
