"BatchId","ReviewRowId","BacklogId","SourceId","Priority","HistoricalStatus","Category","System","HistoricalFile","CurrentFile","Line","CurrentSourceLine","MatchQuality","ParsedCommand","ParsedAccess","ParsedHandler","CommandParseQuality","OriginalEvidence","Decision","SourceEvidence","Action","Verification","ReviewedBatchId","ReviewedAt","Notes"
"POST-BATCH-L","PBL-0001","RB-04190","P10-F04190","P2","Ready","Command access","Boats","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","19","CommandSystem.Register(","CurrentSourceLine","bcblack","Player","bcblack_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L19; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs; Line=19; SourceLine=CommandSystem.Register(; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=bcblack; ParsedAccess=Player; ParsedHandler=bcblack_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""bcblack"", AccessLevel.Player, new CommandEventHandler(bcblack_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;GumpUI;WorldState;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=OnResponse;SendGump; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0002","RB-04191","P10-F04191","P2","Ready","Command access","Boats","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","24","CommandSystem.Register(","CurrentSourceLine","bcwhite","Player","bcwhite_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L24; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs; Line=24; SourceLine=CommandSystem.Register(; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=bcwhite; ParsedAccess=Player; ParsedHandler=bcwhite_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""bcwhite"", AccessLevel.Player, new CommandEventHandler(bcwhite_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;GumpUI;WorldState;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=OnResponse;SendGump; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0003","RB-04192","P10-F04192","P2","Ready","Command access","Boats","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs","29","CommandSystem.Register(","CurrentSourceLine","bctransparent","Player","bctransparent_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L29; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs; Line=29; SourceLine=CommandSystem.Register(; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=bctransparent; ParsedAccess=Player; ParsedHandler=bctransparent_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""bctransparent"", AccessLevel.Player, new CommandEventHandler(bctransparent_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;GumpUI;WorldState;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=OnResponse;SendGump; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0004","RB-04329","P10-F04329","P2","Ready","Command access","Boats","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs","17","CommandSystem.Register(","CurrentSourceLine","FindBoat","Counselor","FindBoat_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L17; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Items/Boats/Gumps/FindboatGump.cs; Line=17; SourceLine=CommandSystem.Register(; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=FindBoat; ParsedAccess=Counselor; ParsedHandler=FindBoat_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""FindBoat"", AccessLevel.Counselor, new CommandEventHandler(FindBoat_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;GumpUI;ItemContent;WorldState;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=OnResponse;SendGump; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;MapGuard;NullGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Items/Boats/Gumps/FindboatGump.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0005","RB-04369","P10-F04369","P2","Ready","Command access","Bulk Orders","Data/Scripts/System/Commands/BodyValues.cs","Data/Scripts/System/Commands/BodyValues.cs","22","CommandSystem.Register(","CurrentSourceLine","BodyValues","Counselor","BodyValuess","ParsedCommandAccessHandler","Command=; Access=; Handler=; L22; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/System/Commands/BodyValues.cs; Line=22; SourceLine=CommandSystem.Register(; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=BodyValues; ParsedAccess=Counselor; ParsedHandler=BodyValuess; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""BodyValues"", AccessLevel.Counselor, new CommandEventHandler(BodyValuess) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/System/Commands/BodyValues.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0006","RB-04372","P10-F04372","P2","Ready","Command access","Bulk Orders","Data/Scripts/System/Commands/Docs.cs","Data/Scripts/System/Commands/Docs.cs","18","CommandSystem.Register(","CurrentSourceLine","DocGen","Administrator","DocGen_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L18; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/System/Commands/Docs.cs; Line=18; SourceLine=CommandSystem.Register(; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=DocGen; ParsedAccess=Administrator; ParsedHandler=DocGen_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""DocGen"", AccessLevel.Administrator, new CommandEventHandler(DocGen_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;MapGuard;NullGuard;RangeGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/System/Commands/Docs.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0007","RB-04196","P10-F04196","P2","Ready","Command access","Character Level","Data/Scripts/Custom/CharacterLevel/CharacterLevelCommands.cs","Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs","14","CommandSystem.Register(","CurrentSourceLine","CharLevel","GameMaster","CharLevel_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L14; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs; Line=14; SourceLine=CommandSystem.Register(; PathResolution=PostBatchHMove:Data/Scripts/Custom/CharacterLevel->Data/Scripts/Custom/Progression/CharacterLevel; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=CharLevel; ParsedAccess=GameMaster; ParsedHandler=CharLevel_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""CharLevel"", AccessLevel.GameMaster, new CommandEventHandler(CharLevel_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;PlayerProgression;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;NullGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/CharacterLevel/CharacterLevelCommands.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0008","RB-04197","P10-F04197","P2","Ready","Command access","Character Level","Data/Scripts/Custom/CharacterLevel/CharacterLevelCommands.cs","Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs","20","CommandSystem.Register(","CurrentSourceLine","CharLevelTarget","GameMaster","CharLevelTarget_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L20; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs; Line=20; SourceLine=CommandSystem.Register(; PathResolution=PostBatchHMove:Data/Scripts/Custom/CharacterLevel->Data/Scripts/Custom/Progression/CharacterLevel; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=CharLevelTarget; ParsedAccess=GameMaster; ParsedHandler=CharLevelTarget_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""CharLevelTarget"", AccessLevel.GameMaster, new CommandEventHandler(CharLevelTarget_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;PlayerProgression;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;BoundsGuard;NullGuard;StateGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/CharacterLevel/CharacterLevelCommands.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0009","RB-04199","P10-F04199","P2","Ready","Command access","Clone Offline Player Characters","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CheckClonesCommand.cs","Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CheckClonesCommand.cs","19","CommandSystem.Register(","CurrentSourceLine","CheckClones","Administrator","CheckClones_OnCommand","ParsedCommandAccessHandler","Command=; Access=; Handler=; L19; DuplicateCount=0; Reason=missing parsed access level; Registration=CommandSystem.Register(","ReviewedNoChange","CurrentFile=Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CheckClonesCommand.cs; Line=19; SourceLine=CommandSystem.Register(; PathResolution=PostBatchHMove:Data/Scripts/Custom/CloneOfflinePlayerCharacters->Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=CheckClones; ParsedAccess=Administrator; ParsedHandler=CheckClones_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register( ""CheckClones"", AccessLevel.Administrator, new CommandEventHandler(CheckClones_OnCommand) );; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;Commands=CommandSystem.Register(;Hooks=Initialize;SerializedTypes=;Gumps=; CommandRegister=RegisterCommand=;RegisterAccess=;RegisterHandler=;Guards=AccessGuard;Risk=Medium","No source change. Current source/register evidence resolves the generated P2 triage concern without proving a narrow mechanical defect.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. No runtime source edit was made, so source build and compile-only runtime verification were not required for this audit-only disposition.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/CloneOfflinePlayerCharacters/CheckClonesCommand.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
"POST-BATCH-L","PBL-0010","RB-04209","P10-F04209","P2","Ready","Command access","Clone Offline Player Characters","Data/Scripts/Custom/NPC Control/CloneCommands.cs","Data/Scripts/Custom/NPC Control/CloneCommands.cs","21","CommandSystem.Register(""Clone"", accessLevel, new CommandEventHandler(Clone_OnCommand));","CurrentSourceLine","Clone","accessLevel","Clone_OnCommand","ParsedCommandAccessHandler","Command=Clone; Access=; Handler=Clone_OnCommand; L21; DuplicateCount=1; Reason=duplicate command name;missing parsed access level; Registration=CommandSystem.Register(""Clone"", accessLevel, new CommandEventHandler(Clone_OnCommand));","QueuedSourceFollowUp","CurrentFile=Data/Scripts/Custom/NPC Control/CloneCommands.cs; Line=21; SourceLine=CommandSystem.Register(""Clone"", accessLevel, new CommandEventHandler(Clone_OnCommand));; PathResolution=OriginalPathCurrent; MatchQuality=CurrentSourceLine; FileExists=True; DisabledEvidence=False; ParsedCommand=Clone; ParsedAccess=accessLevel; ParsedHandler=Clone_OnCommand; CommandParseQuality=ParsedCommandAccessHandler; CommandBlock=CommandSystem.Register(""Clone"", accessLevel, new CommandEventHandler(Clone_OnCommand));; ProjectTruth=RecordType=ProjectInclude;Included=True;Missing=False;Unincluded=False;Action=Keep | RecordType=SourceFile;Included=True;Missing=False;Unincluded=False;Action=Keep; RuntimeInventory=PrimaryRole=CommandSurface;SecondaryRoles=StartupWiring;Persistence;Commands=Clone:;CommandSystem.Register(;Hooks=Initialize;SerializedTypes=class:CloneCommands;class:CloneTarget;class:ControlTarget;class:CloneItem;class:ControlItem;Gumps=; SerializationRegister=Class=Server.Commands.CloneItem;Version=0;Handling=SingleVersionOnly;Alignment=AlignedByCountAndKnownTypes;MoveRisk=NamespaceOrTypeRenameDanger | Class=Server.Commands.ControlItem;Version=4;Handling=IfVersionGates;Alignment=CountMatchNeedsTypeReview:UnknownWrites=6;MoveRisk=NamespaceOrTypeRenameDanger; CommandRegister=RegisterCommand=Clone;RegisterAccess=;RegisterHandler=Clone_OnCommand;Guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;StateGuard;Risk=Medium","No source change. Current evidence is real but still needs a focused source review before implementation.","Reviewed against current repair backlog, active overlay, source path/line, project truth, runtime inventory, command register, and serialization register as applicable. git diff --check: Passed with expected LF-to-CRLF working-copy warnings and no whitespace errors. Future source repair must run the category-specific register refresh plus Server.csproj Debug/x86 build and compile-only runtime verification if runtime source changes.","POST-BATCH-L-01A","2026-06-14T12:50:27.3935918-05:00","HistoricalFile=Data/Scripts/Custom/NPC Control/CloneCommands.cs; Risk=Runtime;Staff;Player; POST-BATCH-L is audit-only P2 residual triage. No source, project, XML/config, serialized layout, runtime file location, command name, access level, or region policy changed."
