802,2022,0,Village of Portshine,7977,blue,7
818,925,0,Wizardly Whispers,2990,blue,7
825,946,0,The Mountain Furnace,3016,blue,7
825,2017,0,Portshine Bank,3083,blue,7
826,1997,0,Magic School of Portshine,2989,blue,7
831,938,0,Thread & Spool,2981,blue,7
838,1996,0,Hammer of Thunder,3016,blue,7
839,925,0,Bread Oven,2980,blue,7
839,955,0,The Scorpion Skin,3025,blue,7
841,2046,0,Village of Portshine,7976,blue,7
843,2023,0,Portshine Inn,2995,blue,7
843,2031,0,The Herding Pen,2999,blue,7
852,2024,0,Portshine Harbor Master,2998,blue,7
865,925,0,Sand Giant Vault,3083,blue,7
871,969,0,The Oasis,3011,blue,7
875,913,0,Butcher of the Sands,2985,blue,7
886,972,0,The Dragon's Point,3021,blue,7
889,917,0,The Singing Tent,3003,blue,7
893,905,0,The Tumble Weed,3014,blue,7
893,944,0,The Sandy Stone,3010,blue,7
894,971,0,The Sandy Sailor,2998,blue,7
895,988,0,Desert Goods,3020,blue,7
898,936,0,The Whispering Clock,2983,blue,7
903,987,0,Desert Gardens,3013,blue,7
908,920,0,The Ostard's Oasis,2999,blue,7
908,962,0,Desert Wood Crafts,2991,blue,7
912,896,0,Desert Healer,2988,blue,7
918,944,0,Village of Whisper,7976,blue,7
1795,2212,0,Castle of Knowledge,3026,blue,7
1849,2204,0,The Fighting Cyclops,3008,blue,7
1864,2159,0,The Anarchy Alehouse,3012,blue,7
1874,2204,0,The Goddess of Healing,2988,blue,7
1879,2250,0,Grand Mystic Shoppe,2989,blue,7
1879,2361,0,Lodoria Cemetery,3026,blue,7
1880,2269,0,The Colors of Elves,3017,blue,7
1885,2184,0,The Lodorian Guide,3026,blue,7
1886,2236,0,Prepare for the Journey,3020,blue,7
1887,2280,0,Boots for the Journey,3024,blue,7
1892,2205,0,The Boar's Hide,3024,blue,7
1907,2236,0,Inventor of Lodor,2984,blue,7
1907,2253,0,Potions and Mixtures,3013,blue,7
1907,2268,0,Knight's Kitchen,2979,blue,7
1909,2193,0,Home Builders of Lodoria,3025,blue,7
1915,2256,0,Fine Furs,3024,blue,7
1918,2280,0,The Clumsy Troll Tavern,3012,blue,7
1927,2257,0,Lodoria Library,2966,blue,7
1929,2236,0,Lodoria Music School,3004,blue,7
1930,2185,0,Diamonds of Kings,3010,blue,7
1936,2191,0,The Animal Master,2999,blue,7
1936,2211,0,The Locked Vault,3083,blue,7
1937,2250,0,Lodoria Library,2965,blue,7
1943,2235,0,The Royal Guard Shield,3008,blue,7
1946,2164,0,the Restless Elf Inn,2995,blue,7
2048,2169,0,The Bull and Cow,2985,blue,7
2056,2167,0,Breaking Bread,2980,blue,7
2056,2184,0,Bending the will,3016,blue,7
2059,2213,0,Oh Honey,3140,blue,7
2084,2219,0,City of Lodoria,7977,blue,7
2085,2160,0,Quiet Hills Ranch,2999,blue,7
2085,2177,0,The Rocky Table,2991,blue,7
2085,2191,0,Border Side Plants,3013,blue,7
2085,2212,0,Lodor Straight Shot,3005,blue,7
2088,2157,0,Healer of Pets,3024,blue,7
2101,2157,0,Gardens of Life,3024,blue,7
2108,2170,0,Grand Lodoria Ship Builders,2997,blue,7
2108,2182,0,The Spinning Wheel Dress Shoppe,2981,blue,7
2124,2131,0,City of Lodoria,7976,blue,7
2125,2166,0,Lodoria Docks,3025,blue,7
2170,2783,0,Riverfront Ship Builders,2997,blue,7
2292,3155,0,Port of Starguide,7977,blue,7
2311,3156,0,The Three-Eyed Cyclops,3012,blue,7
2331,3134,0,Scimitars of the Sea,3007,blue,7
2331,3155,0,Port Side Farms,3023,blue,7
2331,3168,0,Squid Steaks,2985,blue,7
2339,3156,0,The Grainy Mill,3026,blue,7
2347,3139,0,Floating Crate Supplies,3020,blue,7
2359,3165,0,Star Shine Garden,3013,blue,7
2364,3156,0,Starguide Sea Travels,2998,blue,7
2380,3155,0,Port of Starguide,7977,blue,7
2636,3161,0,Port of Dusk,7977,blue,7
2647,3204,0,Furniture and Bows,3023,blue,7
2647,3224,0,Dusk Port Authority,2997,blue,7
2660,3239,0,The Liquid Vortex,2990,blue,7
2661,3177,0,Sea Side Miner's Guild,3054,blue,7
2661,3223,0,The Serpent's Hold,3084,blue,7
2671,3253,0,Port of Dusk,7977,blue,7
2673,3195,0,Port Side Fabrics,2981,blue,7
