2518,1529,1,Central,moongate,blue,0
3723,2155,1,Clues,moongate,blue,0
1779,1714,1,Devil Guard,moongate,blue,0
3718,1136,1,East,moongate,blue,0
4970,1297,1,Frozen Isles,moongate,blue,0
2548,2685,1,Montor,moongate,blue,0
963,514,1,Moon,moongate,blue,0
1052,1570,1,West,moongate,blue,0
1792,913,1,Yew,moongate,blue,0
6092,3595,1,Ambrosia,moongate,blue,0
1249,3815,1,Isle of Umber Veil,moongate,blue,0
1017,546,4,Isles of Dread,moongate,blue,0
4199,2516,0,Greensky,moongate,blue,0
2497,1981,0,Islegem,moongate,blue,0
1045,2258,0,Portshine,moongate,blue,0
2350,3619,0,South,moongate,blue,0
4276,1841,0,Springvale,moongate,blue,0
719,962,0,Whisper,moongate,blue,0
2876,733,0,Winterlands,moongate,blue,0
1163,411,3,North,moongate,blue,0
1300,1372,3,South,moongate,blue,0
234,1333,3,West,moongate,blue,0
656,240,5,North,moongate,blue,0
1112,1710,5,South,moongate,blue,0
303,1269,5,West,moongate,blue,0
6603,1082,1,Bottle World of Kuldar,moongate,blue,0
3907,3962,1,Druid's Glade,moongate,blue,0
