791,746,1,The Riches of Moon,3083,blue,7
792,698,1,The Lunar Fabrics,2981,blue,7
796,688,1,The Healing Wave,2988,blue,7
804,701,1,The Hive of Minds,3140,blue,7
806,657,1,Town of Moon,7976,blue,7
809,747,1,Baker's Dozen,2979,blue,7
809,767,1,Plants and Potions,3013,blue,7
817,631,1,Moon Cemetery,3026,blue,7
817,723,1,Moon Watchers,2990,blue,7
826,723,1,The Diamond In The Sky,3010,blue,7
838,692,1,The Full Moon Inn,2996,blue,7
838,2051,1,The Silk Weavers,2981,blue,7
839,707,1,The Full Moon,3020,blue,7
841,2070,1,Sosaria Home Builders,3081,blue,7
844,692,1,Wood Crafts of Moon,2992,blue,7
846,2020,1,The Grey Mage,2989,blue,7
850,733,1,The Tomes of Moon,2965,blue,7
854,723,1,Smelted Moon Rocks,3016,blue,7
857,2010,1,Village of Grey,7977,blue,7
869,723,1,Town of Moon,7976,blue,7
872,2070,1,Sunken Sea Chest,3083,blue,7
877,2050,1,The Grey Pawn Shoppe,3019,blue,7
886,2058,1,The Bear Skin,3024,blue,7
895,2058,1,The Pearl of the Sea,3010,blue,7
898,2068,1,Barber of Grey,3023,blue,7
898,2077,1,The Sharpened Tooth,3007,blue,7
908,2052,1,The Windy Tune,3004,blue,7
913,2116,1,The Sinking Ship,2997,blue,7
917,2071,1,The Sea Wave Tavern,3011,blue,7
921,2058,1,The Ent Crafters,2992,blue,7
925,2101,1,The Titan's Helm,3007,blue,7
928,1998,1,Grey Cemetery,3024,blue,7
928,2072,1,The Hunter's Bow,3005,blue,7
928,2083,1,The Cooking Duck,2979,blue,7
933,1974,1,Shrouded Grave,4456,blue,7
951,2083,1,Village of Grey,7976,blue,7
1248,3809,1,The Island of Umber Veil,4462,blue,7
1300,3865,1,The Sleepy Island Inn,2996,blue,7
1428,3776,1,Mountain God Clothes,2981,blue,7
1428,3790,1,The Mountain Shoppe,3019,blue,7
1428,3795,1,Crazy Cyclops Inn,2995,blue,7
1434,3785,1,The Giant's Hold,3084,blue,7
1436,3765,1,Sugar Mountain,2980,blue,7
1445,3814,1,Town of Renika,7976,blue,7
1446,3758,1,Miners of Mt. Drash,3053,blue,7
1446,3795,1,The Hunter's Shot,3005,blue,7
1454,3774,1,Metals and Ore,3016,blue,7
1456,3790,1,The Trained Mare,3000,blue,7
1475,3774,1,Clubs and Blades,3008,blue,7
1475,3790,1,The Trained Mare,3000,blue,7
1569,1404,1,Gold Diggers,3054,blue,7
1606,1594,1,Devil's Guardians,2999,blue,7
1609,1497,1,Morning Dew Inn,2995,blue,7
1610,1466,1,Tailored Winds,2981,blue,7
1612,1459,1,Forged Iron,3016,blue,7
1624,1459,1,Wyvern's Forge,3008,blue,7
1637,1524,1,Ogre's Backpack,3020,blue,7
1639,1459,1,Golden Trove,3084,blue,7
1641,1524,1,Healing Light,2988,blue,7
1667,1459,1,Siren's Song,3004,blue,7
1680,1459,1,Deadly Aim,3022,blue,7
1691,1464,1,Town of Devil Guard,7977,blue,7
1720,1518,1,Wizards & Warlocks,2990,blue,7
1721,1528,1,Goblin Gears,2983,blue,7
1732,1536,1,The Devil's Eye,3009,blue,7
1733,1518,1,Druid Tree,2992,blue,7
1753,1610,1,Devil's Guard Cemetery,3023,blue,7
1827,767,1,Stone Wall Bank,3084,blue,7
1830,756,1,Stone Wall Inn,2995,blue,7
1872,3614,1,Here Lies Lilly,4460,blue,7
2075,270,1,The Clockwork Gnome,2983,blue,7
2075,276,1,Golden Fleece,3083,blue,7
2078,258,1,The Wizard Guildhouse,2990,blue,7
2091,312,1,Village of Fawn,7976,blue,7
2092,307,1,The Island Provisions,3020,blue,7
2101,259,1,The Best Defense,3008,blue,7
2112,300,1,The Salty Hull,2997,blue,7
2116,258,1,The Bardic Guild,3004,blue,7
2144,306,1,Fawn Farm,3000,blue,7
2152,257,1,Fawn's Bed and Breakfast,2995,blue,7
2159,306,1,Herbal Remedies,2988,blue,7
2168,289,1,The Good Oak Tree,2991,blue,7
2170,262,1,The Kraken's Ruby,3009,blue,7
2172,255,1,Barbers and Barbarians,3026,blue,7
2178,362,1,Fawn Graveyard,3023,blue,7
2189,275,1,The Royal Kitchen,2980,blue,7
2308,891,1,Village of Yew,7977,blue,7
2389,899,1,Tree Sap Potions,3014,blue,7
2398,899,1,The Forest Wizards,2990,blue,7
2402,866,1,The Sturdy Log,2992,blue,7
2413,866,1,Troll Weed,3014,blue,7
2425,895,1,Woodland Clothes,2981,blue,7
2433,858,1,Yew Grown Foods,3026,blue,7
2447,896,1,The Bottled Wine,3011,blue,7
2449,851,1,The Lumbering Steak,2985,blue,7
2452,872,1,The Soothing Touch,2988,blue,7
2466,844,1,The Ogre's Pickaxe,3053,blue,7
2473,861,1,The Dragon's Chest,3084,blue,7
2477,896,1,The Iron Golem,3008,blue,7
2490,851,1,The Sawing Logs Inn,2995,blue,7
2491,887,1,The Ranger's Pack,3020,blue,7
2515,859,1,Yew Wood Bows,3005,blue,7
2657,3287,1,The Spectre's Safe,3083,blue,7
2658,3278,1,The Ghostly Sheet,2982,blue,7
2659,3324,1,Wood for Coffins,2991,blue,7
2666,3283,1,Coffin Wood Ships,2998,blue,7
2666,3300,1,The Lich's Jewels,3010,blue,7
2666,3316,1,The Scary Scavenger,3020,blue,7
2668,3262,1,Secrets of the Dead,2989,blue,7
2680,3266,1,The Devil Forge,3015,blue,7
2681,3312,1,The Nail in the Coffin,2983,blue,7
2699,3258,1,Drunken Demon Tavern,3012,blue,7
2705,3249,1,The Horrific Healer,2987,blue,7
2934,1067,1,City of Britain,3026,blue,7
2951,1006,1,Britain Healers,2987,blue,7
2951,1021,1,Beasts of Burden,2999,blue,7
2956,999,1,The Magic Garden,3014,blue,7
2968,1062,1,The Cleaver,2985,blue,7
2980,999,1,Good Eats,2980,blue,7
2982,1086,1,The Unicorn's Horn,3011,blue,7
2986,1011,1,Strength and Steel,3007,blue,7
2986,1025,1,The Hammer and Anvil,3015,blue,7
2986,1039,1,Defenders of Sosaria,3075,blue,7
2988,942,1,Lord British's Castle,3025,blue,7
2996,1101,1,The Grand Clock Makers,2983,blue,7
2996,1128,1,City of Britain,3025,blue,7
2999,919,1,The Royal Doctor,2988,blue,7
3009,1111,1,Profuse Provisions,3020,blue,7
3015,1056,1,Bank of Britain,3084,blue,7
3021,1111,1,Premier Gems,3010,blue,7
3031,1007,1,The Oaken Oar,2997,blue,7
3031,1026,1,The Best Hides of Britain,tanner,blue,7
3031,1036,1,The Bard's Tale,3003,blue,7
3040,1095,1,The Lord's Clothiers,2981,blue,7
3041,1058,1,Rolling Log Goods,2992,blue,7
3053,2607,1,West Montor City,7977,blue,7
3056,1057,1,City of Britain,3026,blue,7
3067,958,1,British Family Tomb,3025,blue,7
3074,1036,1,Britain Cemetery,3025,blue,7
3086,2633,1,The Dragon's Scales,2981,blue,7
3086,2645,1,Montor City Watch Stables,2999,blue,7
3089,2606,1,The Baker's Bread,2980,blue,7
3103,2606,1,The Greedy Goblin Bank,3084,blue,7
3107,2589,1,The Eye of the Beholder,3010,blue,7
3119,2634,1,The Feastly King Inn,2995,blue,7
3122,2590,1,Library of Montor,2966,blue,7
3136,2589,1,The Hair Shoppe,barbershop,blue,7
3143,2606,1,Metals of Montor,3016,blue,7
3144,2650,1,The Gnome's Gears,2984,blue,7
3153,2624,1,Montor Theatre,3086,blue,7
3205,2619,1,Neptune's Ships,2997,blue,7
3238,2596,1,The Kraken Guild,3060,blue,7
3243,2785,1,Montor Graveyard,3024,blue,7
3273,2652,1,The Conjurer's Purse,2989,blue,7
3284,2581,1,The Sosaria Healer,2988,blue,7
3310,2581,1,A Call to Arms,3008,blue,7
3316,2581,1,The Dented Shield,3016,blue,7
3322,2641,1,The Sorcerer's Stein,3011,blue,7
3323,2604,1,The Traveler Wares,3020,blue,7
3337,2581,1,The Pointy Arrow,3022,blue,7
3350,2604,1,The Tender Cow,2986,blue,7
3388,2606,1,East Montor City,7977,blue,7
3689,1524,1,An Arrow In The Heart,3022,blue,7
3705,1561,1,The Quiet Healers,2987,blue,7
3714,1484,1,The Crag Crack Inn,2996,blue,7
3760,1572,1,The Fire Mountain Supplies,3020,blue,7
3766,1534,1,The Wizards of Time,2990,blue,7
3779,1500,1,The Iron Axe,3008,blue,7
4308,1178,1,Polar Bear Bread,2980,blue,7
4313,1196,1,Frost Giant Inn,2995,blue,7
4322,1159,1,The Frozen Sea Tavern,3011,blue,7
4326,1173,1,The Icy Forge,3015,blue,7
4328,1163,1,Glacial Mappers,3024,blue,7
4329,1153,1,Cold Wood Crafts,2992,blue,7
4497,1265,1,The Tundra Lodge,2995,blue,7
4497,1286,1,Snow Drift Alehouse,3011,blue,7
4499,1257,1,The Winter Wizards,2990,blue,7
4502,1292,1,The Curing House,2988,blue,7
4504,1273,1,The Winter Supplies,3020,blue,7
4512,1278,1,The Ice Crystals,3009,blue,7
4523,1257,1,The Ice Pick Miners,3054,blue,7
4523,1288,1,The Threaded Walrus,2982,blue,7
4524,1273,1,The Whale Harpoon,3006,blue,7
4538,1257,1,The Blocked Axe,3008,blue,7
4538,1279,1,The Trimmed Troll,3023,blue,7
4541,1257,1,Winterhold Stables,3000,blue,7
4544,1264,1,The Golden Chalice Bank,3083,blue,7
4731,1174,1,The Iceberg Vessel,2997,blue,7
4739,1175,1,Snow Cat Steaks,2986,blue,7
4747,1155,1,The Sea Witch Chart,3023,blue,7
4747,1169,1,Snow Cat Steaks,2985,blue,7
4747,1181,1,Quickshot Bows,3021,blue,7
4747,1198,1,Snowy Saints,2987,blue,7
4763,1175,1,The Baker's Oven,2980,blue,7
4763,1186,1,The Timber Crafts,2991,blue,7
4763,1194,1,The Metal Spoon,2983,blue,7
4769,1187,1,The Wolf Hide,3024,blue,7
4774,1175,1,The Sleeping Bear Inn,2996,blue,7
4788,1187,1,The Ogre's Blade,3008,blue,7
5171,3108,1,Shrine of Intelligence,3026,blue,7
5210,1841,1,British Family Tomb,3026,blue,7
5215,3599,1,Shrine of Strength,3026,blue,7
5247,1099,1,Undercity of Umbra,4455,blue,7
5743,3880,1,Shrine of Dexterity,3025,blue,7
5831,3257,1,City of Mistas,7976,blue,7
5901,3567,1,Shrine of Wisdom,3026,blue,7
5914,2876,1,Lunar City of Dawn,3025,blue,7
5920,2872,1,The Drunken Mage,3012,blue,7
5923,2896,1,A Sage's Best Friend,2999,blue,7
5928,2860,1,Moon Light Inn,2995,blue,7
5933,2866,1,The Drunken Mage,3011,blue,7
5934,2912,1,Potions of Legend,3014,blue,7
5938,2859,1,The Fortune Teller,2990,blue,7
5939,2889,1,Stylish Wizards,3025,blue,7
5943,2911,1,The Bank of Holding,3084,blue,7
5948,2856,1,The Sorcerer's Supplies,3020,blue,7
5959,2910,1,The Conjurer's Cape,2981,blue,7
5963,2914,1,The Straight & Arrow,3006,blue,7
5973,2862,1,Mystic Revival,2988,blue,7
5981,2914,1,Mystic Scribblings,2966,blue,7
5985,2865,1,The Magician's Mace,3008,blue,7
6004,2873,1,The Bardic Mage,3004,blue,7
6011,2885,1,Wizards & Warlocks,2989,blue,7
6023,2882,1,Lunar City of Dawn,3025,blue,7
6071,3596,1,Land of Ambrosia,4464,blue,7
6600,1863,1,The Kuldar Corral,2999,blue,7
6638,1848,1,Defenders Guild,3028,blue,7
6685,1598,1,The Kuldar Cemetery,3025,blue,7
6716,1699,1,Kuldara University,2965,blue,7
6720,1851,1,The Captain's Course,2997,blue,7
6721,1688,1,The Shiny Bottle,3010,blue,7
6724,1650,1,The Iron Mountain,3015,blue,7
6728,1760,1,Tick Tock,2983,blue,7
6728,1838,1,The Blue Boar,3011,blue,7
6729,1704,1,The Polished Ore Miners,3054,blue,7
6732,1797,1,Bank of Kuldara,3084,blue,7
6736,1715,1,Leather Crafts,3025,blue,7
6737,1688,1,The Shineglass Theatre,3086,blue,7
6740,1774,1,The Lost Arts,3068,blue,7
6742,1758,1,The Warrior's Way,3008,blue,7
6745,1832,1,The Salty Beef,2986,blue,7
6750,1665,1,Lord Blackthorne's Mansion,3026,blue,7
6750,1704,1,The Shineglass Theatre,3086,blue,7
6754,1787,1,The Oak Builder,2991,blue,7
6756,1714,1,The Brown Bear Bakery,2979,blue,7
6764,1780,1,Pole and Rope,3020,blue,7
6766,1800,1,The Rogue's Robes,2982,blue,7
