285,1184,4,Hog & Hound,2986,blue,7
288,1205,4,The Wild Stables,2999,blue,7
307,1200,4,The Cimmeran Clock,2984,blue,7
346,1120,4,The Wooden Whale,2992,blue,7
352,1098,4,Ale and Arms,3011,blue,7
353,1048,4,Breaking Bread,2980,blue,7
375,1128,4,Hunter's Pack,3020,blue,7
377,1138,4,Cimmeran Hold,3023,blue,7
381,1048,4,The Shaman Den,2990,blue,7
385,1048,4,Animal Blood Alchemy,3014,blue,7
387,1152,4,The Sinking Viking,2998,blue,7
392,1073,4,Yarrow & Roots,3013,blue,7
392,1092,4,The Stone Chest,3083,blue,7
392,1092,4,The Stone Chest,3083,blue,7
400,1117,4,The Raging Blade,3007,blue,7
418,1150,4,The Pack Horse,2999,blue,7
429,1040,4,Iron of the Gods,3016,blue,7
430,1064,4,Sabretooth Skin,3024,blue,7
430,1096,4,Training Hall,3076,blue,7
706,516,4,Sea Serpent Bank,3084,blue,7
711,511,4,Sea Skull Tavern,3011,blue,7
